segment,team_a,team_b,journee,odds_h,odds_a,pick,cote,strength,actual,won,roi,n_supporting
MS_early,Bournemouth,A. Villa,7,2.28,3.17,1,2.28,0.34199999999999997,1,True,1.2799999999999998,1
MS_early,Leeds,Bournemouth,10,4.52,1.66,2,1.66,0.5,X,False,-1.0,1
MS_early,C. Palace,London Reds,10,5.38,1.62,1,5.38,0.448,2,False,-1.0,1
MS_early,Wolverhampton,Newcastle,9,3.0,2.19,1,3.0,0.48,X,False,-1.0,1
MS_early,Burnley,Fulham,12,3.48,2.09,1,3.48,0.48,2,False,-1.0,1
MS_early,Spurs,Bournemouth,12,1.66,4.13,2,4.13,0.5,X,False,-1.0,1
MS_early,Leeds,Spurs,11,6.28,1.42,1,6.28,0.448,2,False,-1.0,1
MS_early,Bournemouth,Brighton,11,2.52,2.57,1,2.52,0.34199999999999997,2,False,-1.0,1
MS_early,Burnley,Fulham,12,3.46,2.09,1,3.46,0.48,2,False,-1.0,1
MS_early,Spurs,Bournemouth,12,1.66,4.13,2,4.13,0.5,X,False,-1.0,1
MS_late,Leeds,Newcastle,31,7.31,1.37,2,1.37,0.496,2,True,0.3700000000000001,1
FS,Burnley,C. Palace,35,3.3,2.23,2,2.23,1.0,1,False,-1.0,1
FS,Manchester Red,London Blues,35,2.0,3.49,2,3.49,0.65,1,False,-1.0,1
FS,London Blues,Liverpool,34,2.36,2.7,1,2.36,0.396,1,True,1.3599999999999999,1
FS,Sunderland,Spurs,34,7.65,1.34,2,1.34,1.528,2,True,0.3400000000000001,2
FS,C. Palace,Everton,34,1.93,4.19,1,1.93,1.0,1,True,0.9299999999999999,1
DS,Brighton,A. Villa,2,1.84,3.92,2,3.92,0.472,2,True,2.92,1
DS,London Blues,West Ham,2,1.53,5.66,2,5.66,1.0,1,False,-1.0,1
DS,Bournemouth,Sunderland,1,1.8,4.26,2,4.26,0.472,2,True,3.26,1
DS,Burnley,Manchester Blue,1,8.16,1.39,2,1.39,0.52,2,True,0.3899999999999999,1
DS,Spurs,Everton,1,1.65,4.91,2,4.91,0.472,X,False,-1.0,1
DS,West Ham,Brighton,1,2.53,2.43,1,2.53,1.6560000000000001,X,False,-1.0,2
MS_late,Sunderland,Spurs,31,7.79,1.34,2,1.34,0.496,2,True,0.3400000000000001,1
FS,Wolverhampton,Sunderland,37,1.96,3.52,2,3.52,0.55,1,False,-1.0,1
FS,Burnley,London Blues,37,3.54,2.0,1,3.54,0.44,2,False,-1.0,1
FS,C. Palace,Fulham,37,2.2,3.1,1,2.2,0.746,X,False,-1.0,1
FS,C. Palace,Liverpool,35,2.98,2.16,1,2.98,1.0,1,True,1.98,1
FS,Brentford,Spurs,35,2.02,2.94,2,2.94,1.0,1,False,-1.0,1
FS,London Blues,Fulham,34,1.76,4.32,1,1.76,0.65,1,True,0.76,1
FS,Everton,Sunderland,34,1.9,4.0,2,4.0,0.55,1,False,-1.0,1
DS,Bournemouth,Everton,3,2.03,4.14,2,4.14,0.472,1,False,-1.0,1
DS,Brighton,A. Villa,3,1.76,4.17,2,4.17,0.472,1,False,-1.0,1
DS,Spurs,London Reds,2,4.52,1.66,2,1.66,1.0,2,True,0.6599999999999999,1
DS,Brentford,Newcastle,1,2.25,2.66,1,2.25,0.331,1,True,1.25,1
DS,West Ham,C. Palace,1,2.41,2.82,1,2.41,1.6560000000000001,1,True,1.4100000000000001,2
DS,London Reds,Manchester Blue,1,2.25,2.92,1,2.25,0.656,1,True,1.25,1
DS,London Blues,Sunderland,1,1.43,6.74,1,1.43,0.8,1,True,0.42999999999999994,1
MS_early,Manchester Blue,Bournemouth,4,1.22,10.39,2,10.39,0.5,1,False,-1.0,1
MS_early,N. Forest,London Reds,4,5.3,1.66,1,5.3,0.448,2,False,-1.0,1
MS_early,Wolverhampton,Spurs,10,2.75,2.29,1,2.75,0.48,2,False,-1.0,1
MS_early,Newcastle,London Reds,9,2.73,2.47,1,2.73,0.48,1,True,1.73,1
MS_early,Bournemouth,N. Forest,7,1.91,3.89,1,1.91,0.5,2,False,-1.0,1
FS,Leeds,Fulham,36,5.8,1.55,1,5.8,0.544,1,True,4.8,1
FS,C. Palace,Spurs,36,2.22,2.8,2,2.8,1.0,1,False,-1.0,1
FS,Everton,C. Palace,34,2.5,3.06,2,3.06,1.0,X,False,-1.0,1
FS,Leeds,Manchester Red,34,4.91,1.66,1,4.91,0.44,X,False,-1.0,1
DS,C. Palace,London Blues,2,2.21,3.01,2,3.01,0.8,1,False,-1.0,1
DS,A. Villa,West Ham,1,1.39,6.75,2,6.75,1.0,1,False,-1.0,1
DS,Wolverhampton,N. Forest,1,1.93,3.61,2,3.61,0.472,X,False,-1.0,1
MS_early,Leeds,Newcastle,4,7.65,1.36,1,7.65,0.448,2,False,-1.0,1
MS_early,Sunderland,Liverpool,4,12.26,1.21,1,12.26,0.448,2,False,-1.0,1
MS_early,Leeds,Brentford,10,6.31,1.49,1,6.31,0.448,2,False,-1.0,1
MS_early,Burnley,West Ham,10,2.73,2.48,1,2.73,0.48,2,False,-1.0,1
MS_early,A. Villa,Bournemouth,10,1.47,5.58,2,5.58,0.5,1,False,-1.0,1
MS_early,Bournemouth,Brentford,7,2.59,2.76,1,2.59,0.34199999999999997,2,False,-1.0,1
FS,N. Forest,C. Palace,35,2.05,3.65,2,3.65,1.0,2,True,2.65,1
DS,London Blues,Brentford,2,1.87,4.01,1,1.87,0.546,1,True,0.8700000000000001,1
DS,Everton,Sunderland,2,1.92,3.97,2,3.97,0.472,2,True,2.97,1
DS,Wolverhampton,Burnley,2,1.8,3.88,2,3.88,0.472,1,False,-1.0,1
DS,London Reds,Liverpool,2,1.7,4.06,2,4.06,0.472,X,False,-1.0,1
DS,Spurs,West Ham,2,1.6,4.63,2,4.63,1.472,1,False,-1.0,2
DS,Bournemouth,A. Villa,2,2.24,3.25,1,2.24,0.656,X,False,-1.0,1
DS,Burnley,London Blues,1,3.49,2.06,2,2.06,0.8,X,False,-1.0,1
DS,Wolverhampton,London Reds,1,6.28,1.53,2,1.53,1.0,2,True,0.53,1
DS,N. Forest,Everton,1,1.89,4.47,2,4.47,0.472,1,False,-1.0,1
DS,A. Villa,London Blues,3,1.66,4.43,2,4.43,1.272,1,False,-1.0,2
DS,N. Forest,London Reds,3,5.12,1.69,2,1.69,1.0,2,True,0.69,1
MS_early,London Blues,Bournemouth,8,1.52,5.39,2,5.39,0.5,1,False,-1.0,1
MS_early,Sunderland,A. Villa,7,5.86,1.56,1,5.86,0.448,1,True,4.86,1
MS_early,Bournemouth,Wolverhampton,9,1.83,4.17,1,1.83,0.5,X,False,-1.0,1
MS_early,Burnley,Manchester Red,12,3.29,2.2,1,3.29,0.48,1,True,2.29,1
MS_early,Sunderland,Bournemouth,12,5.33,1.55,2,1.55,0.5,1,False,-1.0,1
FS,Sunderland,Liverpool,34,12.12,1.21,1,12.12,1.094,2,False,-1.0,2
FS,C. Palace,Burnley,34,1.59,4.86,1,1.59,1.0,1,True,0.5900000000000001,1
FS,Spurs,Bournemouth,34,1.62,4.24,1,1.62,1.0,1,True,0.6200000000000001,1
FS,London Blues,Newcastle,37,2.01,3.28,1,2.01,0.65,1,True,1.0099999999999998,1
FS,Spurs,Wolverhampton,36,1.51,5.18,1,1.51,1.0,1,True,0.51,1
FS,Leeds,Brentford,36,6.08,1.51,1,6.08,0.544,1,True,5.08,1
DS,Sunderland,N. Forest,3,4.6,1.7,2,1.7,1.0,2,True,0.7,1
DS,Newcastle,London Reds,2,2.68,2.51,1,2.68,0.656,X,False,-1.0,1
DS,Everton,Manchester Red,2,2.36,3.17,1,2.36,0.656,X,False,-1.0,1
DS,Brighton,West Ham,2,1.57,5.09,2,5.09,1.0,2,True,4.09,1
DS,Burnley,Sunderland,2,2.44,2.75,1,2.44,0.656,2,False,-1.0,1
MS_early,Bournemouth,Fulham,5,2.51,2.85,1,2.51,0.34199999999999997,X,False,-1.0,1
MS_early,Leeds,Manchester Blue,8,14.29,1.19,1,14.29,0.448,1,True,13.29,1
MS_early,Bournemouth,London Reds,11,6.05,1.59,1,6.05,0.948,2,False,-1.0,2
MS_early,N. Forest,Liverpool,11,2.91,2.24,1,2.91,0.48,X,False,-1.0,1
MS_late,Sunderland,Fulham,32,7.13,1.45,2,1.45,0.496,2,True,0.44999999999999996,1
DS,Newcastle,Manchester Blue,2,2.41,2.77,1,2.41,0.656,1,True,1.4100000000000001,1
DS,London Blues,C. Palace,2,1.67,5.0,1,1.67,0.8,1,True,0.6699999999999999,1
DS,Fulham,Newcastle,1,2.51,2.47,1,2.51,0.306,2,False,-1.0,1
DS,C. Palace,Bournemouth,1,1.8,3.84,2,3.84,0.472,2,True,2.84,1
DS,Burnley,West Ham,1,2.67,2.53,2,2.53,1.0,1,False,-1.0,1
MS_early,Sunderland,Leeds,5,3.12,2.35,1,3.12,0.48,1,True,2.12,1
MS_early,West Ham,Bournemouth,4,2.02,3.15,2,3.15,0.5,X,False,-1.0,1
MS_early,London Blues,Bournemouth,11,1.54,5.23,2,5.23,0.5,X,False,-1.0,1
DS,Fulham,Manchester Red,1,1.96,3.55,2,3.55,0.472,1,False,-1.0,1
DS,London Blues,Spurs,1,1.79,3.83,1,1.79,0.8,1,True,0.79,1
DS,C. Palace,Brentford,3,2.43,2.8,1,2.43,0.656,2,False,-1.0,1
DS,West Ham,Fulham,2,2.45,2.7,1,2.45,1.6560000000000001,2,False,-1.0,2
DS,Everton,Burnley,2,1.75,4.42,2,4.42,0.472,1,False,-1.0,1
MS_early,Wolverhampton,Newcastle,5,3.03,2.16,1,3.03,0.48,2,False,-1.0,1
MS_early,Leeds,Fulham,8,5.53,1.56,1,5.53,0.448,2,False,-1.0,1
MS_early,Spurs,Bournemouth,11,1.66,4.11,2,4.11,0.5,1,False,-1.0,1
MS_early,Leeds,Liverpool,11,9.42,1.27,1,9.42,0.448,2,False,-1.0,1
MS_late,Sunderland,Fulham,26,6.97,1.45,2,1.45,0.496,1,False,-1.0,1
FS,London Blues,Wolverhampton,37,1.43,6.68,1,1.43,0.65,1,True,0.42999999999999994,1
FS,Brighton,Spurs,37,2.04,3.05,2,3.05,1.0,1,False,-1.0,1
FS,Sunderland,Leeds,36,3.27,2.27,1,3.27,0.55,2,False,-1.0,1
FS,Spurs,Everton,36,1.61,5.13,1,1.61,1.0,1,True,0.6100000000000001,1
FS,Leeds,A. Villa,35,5.19,1.62,1,5.19,0.544,X,False,-1.0,1
DS,Liverpool,London Blues,3,1.33,8.13,2,8.13,0.8,1,False,-1.0,1
DS,London Blues,Leeds,1,1.27,11.3,1,1.27,0.8,2,False,-1.0,1
DS,Brighton,West Ham,1,1.62,4.81,2,4.81,1.472,X,False,-1.0,2
DS,C. Palace,Sunderland,1,1.66,4.68,2,4.68,0.472,1,False,-1.0,1
DS,Fulham,Wolverhampton,1,1.67,4.53,2,4.53,0.472,X,False,-1.0,1
DS,Bournemouth,Everton,1,2.06,4.1,2,4.1,0.472,X,False,-1.0,1
MS_early,Everton,Manchester Blue,5,5.33,1.69,1,5.33,0.448,2,False,-1.0,1
MS_early,Leeds,Brighton,4,5.99,1.45,1,5.99,0.448,2,False,-1.0,1
MS_early,Sunderland,A. Villa,4,6.07,1.53,1,6.07,0.448,2,False,-1.0,1
MS_early,C. Palace,Liverpool,4,3.12,2.1,1,3.12,0.48,1,True,2.12,1
MS_early,Bournemouth,London Reds,7,6.15,1.58,1,6.15,0.948,1,True,5.15,2
MS_early,London Blues,Manchester Blue,10,3.0,2.29,1,3.0,0.48,1,True,2.0,1
FS,London Reds,Sunderland,36,1.21,11.06,2,11.06,0.55,1,False,-1.0,1
FS,Burnley,Manchester Blue,36,7.9,1.41,1,7.9,0.544,2,False,-1.0,1
FS,Wolverhampton,Spurs,36,2.56,2.43,2,2.43,1.0,2,True,1.4300000000000002,1
FS,Wolverhampton,Sunderland,34,1.92,3.69,2,3.69,0.55,X,False,-1.0,1
FS,Fulham,Spurs,34,2.22,2.74,2,2.74,1.0,X,False,-1.0,1
DS,Sunderland,West Ham,1,4.93,1.65,2,1.65,2.0,2,True,0.6499999999999999,2
DS,N. Forest,Brentford,1,2.35,2.98,1,2.35,0.656,1,True,1.35,1
DS,Wolverhampton,Manchester Blue,1,5.38,1.61,2,1.61,1.0,X,False,-1.0,1
DS,Spurs,Bournemouth,1,1.64,4.16,2,4.16,0.472,1,False,-1.0,1
MS_early,Bournemouth,Manchester Blue,4,5.09,1.7,1,5.09,0.948,2,False,-1.0,2
DS,Brighton,Liverpool,3,2.59,2.39,1,2.59,0.656,1,True,1.5899999999999999,1
DS,N. Forest,London Blues,3,2.1,3.31,2,3.31,0.8,X,False,-1.0,1
MS_early,A. Villa,London Reds,6,3.2,2.12,1,3.2,0.48,1,True,2.2,1
MS_early,Brentford,Liverpool,6,2.72,2.21,1,2.72,0.48,2,False,-1.0,1
MS_early,Sunderland,Newcastle,6,9.04,1.3,1,9.04,0.448,2,False,-1.0,1
MS_early,Leeds,Manchester Blue,6,13.74,1.2,1,13.74,0.448,2,False,-1.0,1
MS_early,Fulham,Bournemouth,10,1.83,3.63,2,3.63,0.5,2,True,2.63,1
MS_early,Burnley,Bournemouth,12,2.86,2.3,2,2.3,0.5,2,True,1.2999999999999998,1
MS_late,Wolverhampton,London Reds,27,6.81,1.48,2,1.48,0.496,1,False,-1.0,1
MS_late,Burnley,Manchester Blue,30,7.77,1.42,2,1.42,0.496,2,True,0.41999999999999993,1
FS,Manchester Red,Spurs,35,1.93,3.41,2,3.41,1.0,X,False,-1.0,1
FS,C. Palace,Everton,35,1.86,4.44,1,1.86,1.0,2,False,-1.0,1
FS,Fulham,London Reds,35,5.32,1.59,1,5.32,0.544,1,True,4.32,1
DS,Manchester Red,West Ham,2,1.6,5.07,2,5.07,1.0,X,False,-1.0,1
DS,Everton,A. Villa,3,2.36,3.15,1,2.36,0.656,2,False,-1.0,1
DS,Burnley,London Reds,3,9.82,1.33,2,1.33,0.52,2,True,0.33000000000000007,1
DS,N. Forest,West Ham,3,1.75,4.38,2,4.38,1.472,1,False,-1.0,2
MS_early,Leeds,London Blues,6,5.68,1.53,1,5.68,0.448,2,False,-1.0,1
MS_early,Fulham,Liverpool,6,2.96,2.12,1,2.96,0.48,X,False,-1.0,1
MS_early,Leeds,Fulham,9,5.96,1.53,1,5.96,0.448,X,False,-1.0,1
MS_early,Wolverhampton,London Reds,9,6.36,1.51,1,6.36,0.448,2,False,-1.0,1
MS_early,Bournemouth,Fulham,12,2.48,2.82,1,2.48,0.34199999999999997,2,False,-1.0,1
MS_early,Sunderland,London Reds,12,23.04,1.12,1,23.04,0.448,2,False,-1.0,1
DS,West Ham,London Blues,1,2.39,2.71,1,2.39,1.6560000000000001,X,False,-1.0,2
DS,Liverpool,West Ham,2,1.23,11.39,2,11.39,1.0,X,False,-1.0,1
DS,Burnley,Newcastle,2,4.27,1.76,2,1.76,1.0,1,False,-1.0,1
DS,Manchester Red,C. Palace,2,1.85,4.24,2,4.24,0.472,2,True,3.24,1
DS,London Blues,Bournemouth,1,1.51,5.5,1,1.51,0.8,2,False,-1.0,1
DS,Wolverhampton,Manchester Red,1,2.3,3.0,1,2.3,0.656,X,False,-1.0,1
DS,Everton,Burnley,1,1.76,4.33,2,4.33,0.472,2,True,3.33,1
MS_early,A. Villa,Bournemouth,5,1.48,5.49,2,5.49,0.5,1,False,-1.0,1
MS_early,Sunderland,West Ham,5,5.03,1.63,1,5.03,0.448,2,False,-1.0,1
MS_early,Bournemouth,Manchester Red,4,2.3,3.12,1,2.3,0.34199999999999997,1,True,1.2999999999999998,1
DS,London Blues,Spurs,3,1.76,3.85,1,1.76,0.8,X,False,-1.0,1
DS,Manchester Blue,West Ham,3,1.21,11.3,2,11.3,1.0,1,False,-1.0,1
MS_early,Spurs,Bournemouth,8,1.71,3.88,2,3.88,0.5,X,False,-1.0,1
MS_early,Sunderland,Newcastle,8,8.95,1.3,1,8.95,0.448,2,False,-1.0,1
MS_early,Brentford,Liverpool,7,2.7,2.23,1,2.7,0.48,1,True,1.7000000000000002,1
MS_early,Bournemouth,C. Palace,6,2.36,3.08,1,2.36,0.34199999999999997,1,True,1.3599999999999999,1
MS_early,C. Palace,Liverpool,11,3.05,2.13,1,3.05,0.48,1,True,2.05,1
MS_early,Bournemouth,Everton,11,2.06,3.99,1,2.06,0.5,X,False,-1.0,1
MS_early,Sunderland,Brentford,10,7.49,1.42,1,7.49,0.448,2,False,-1.0,1
MS_early,Bournemouth,West Ham,9,2.0,3.68,1,2.0,0.5,1,True,1.0,1
MS_late,Leeds,London Blues,27,6.0,1.49,2,1.49,0.496,1,False,-1.0,1
MS_early,Sunderland,Manchester Blue,4,18.88,1.15,1,18.88,0.448,2,False,-1.0,1
MS_early,Bournemouth,London Reds,4,6.04,1.58,1,6.04,0.948,2,False,-1.0,2
MS_early,Leeds,Spurs,4,6.52,1.4,1,6.52,0.448,2,False,-1.0,1
MS_late,Sunderland,London Blues,28,7.03,1.42,2,1.42,0.496,2,True,0.41999999999999993,1
MS_late,Burnley,London Reds,29,9.47,1.35,2,1.35,0.496,2,True,0.3500000000000001,1
FS,Brighton,C. Palace,35,1.82,4.09,2,4.09,1.0,1,False,-1.0,1
FS,Spurs,Fulham,35,1.92,3.41,1,1.92,1.0,2,False,-1.0,1
FS,Newcastle,Sunderland,35,1.25,10.03,2,10.03,0.55,2,True,9.03,1
FS,Brentford,London Blues,35,1.91,3.38,2,3.38,0.65,1,False,-1.0,1
FS,C. Palace,Manchester Blue,34,4.41,1.76,1,4.41,1.44,1,True,3.41,2
FS,Leeds,London Reds,34,18.43,1.15,1,18.43,0.544,2,False,-1.0,1
FS,London Blues,A. Villa,34,1.7,4.65,1,1.7,0.65,X,False,-1.0,1
FS,West Ham,Spurs,34,2.51,2.43,2,2.43,1.0,2,True,1.4300000000000002,1
FS,Sunderland,Bournemouth,34,5.39,1.54,1,5.39,1.094,2,False,-1.0,2
MS_late,Leeds,Spurs,32,6.04,1.44,2,1.44,0.496,2,True,0.43999999999999995,1
DS,Brentford,A. Villa,2,1.85,3.67,2,3.67,0.472,1,False,-1.0,1
DS,N. Forest,London Blues,2,2.14,3.22,2,3.22,0.8,1,False,-1.0,1
DS,Everton,Manchester Red,2,2.39,3.15,1,2.39,0.656,1,True,1.3900000000000001,1
DS,West Ham,Leeds,2,1.57,5.65,1,1.57,1.0,2,False,-1.0,1
DS,C. Palace,Burnley,2,1.61,4.77,2,4.77,0.472,X,False,-1.0,1
DS,Fulham,Brighton,1,2.24,2.71,1,2.24,0.306,1,True,1.2400000000000002,1
DS,London Blues,Everton,1,1.59,5.97,1,1.59,0.8,1,True,0.5900000000000001,1
DS,Newcastle,Manchester Blue,1,2.37,2.83,1,2.37,0.656,1,True,1.37,1
DS,Bournemouth,Brentford,1,2.6,2.73,1,2.6,0.656,X,False,-1.0,1
DS,Manchester Red,West Ham,1,1.58,5.34,2,5.34,1.0,2,True,4.34,1
MS_early,Fulham,Bournemouth,5,1.79,3.76,2,3.76,0.5,2,True,2.76,1
MS_early,Leeds,Brentford,5,5.86,1.54,1,5.86,0.448,2,False,-1.0,1
MS_early,Burnley,A. Villa,5,3.18,2.24,1,3.18,0.48,2,False,-1.0,1
MS_early,Bournemouth,Burnley,4,1.7,4.44,1,1.7,0.5,1,True,0.7,1
DS,Burnley,Wolverhampton,3,2.48,2.76,1,2.48,0.656,X,False,-1.0,1
DS,London Blues,Brentford,3,1.83,4.09,1,1.83,0.546,X,False,-1.0,1
DS,Sunderland,West Ham,3,5.02,1.63,2,1.63,2.0,2,True,0.6299999999999999,2
MS_early,Bournemouth,Brighton,8,2.49,2.61,1,2.49,0.34199999999999997,2,False,-1.0,1
MS_early,A. Villa,Manchester Blue,8,2.9,2.29,1,2.9,0.48,2,False,-1.0,1
MS_early,Manchester Blue,Bournemouth,7,1.23,9.62,2,9.62,0.5,1,False,-1.0,1
MS_early,Leeds,Liverpool,7,9.38,1.28,1,9.38,0.448,2,False,-1.0,1
MS_early,Wolverhampton,Manchester Blue,6,5.4,1.61,1,5.4,0.448,1,True,4.4,1
MS_early,Bournemouth,Newcastle,6,2.9,2.31,1,2.9,0.98,1,True,1.9,2
MS_early,Wolverhampton,Bournemouth,11,2.14,3.01,2,3.01,0.5,2,True,2.01,1
MS_early,Sunderland,London Reds,11,24.35,1.11,1,24.35,0.448,2,False,-1.0,1
MS_early,Brentford,Liverpool,11,2.74,2.19,1,2.74,0.48,1,True,1.7400000000000002,1
MS_early,Burnley,Everton,10,2.78,2.77,1,2.78,0.48,X,False,-1.0,1
MS_early,Bournemouth,C. Palace,10,2.38,3.14,1,2.38,0.34199999999999997,1,True,1.38,1
MS_early,Spurs,Bournemouth,9,1.65,4.13,2,4.13,0.5,1,False,-1.0,1
MS_early,Sunderland,Brentford,9,7.31,1.43,1,7.31,0.448,2,False,-1.0,1
MS_early,N. Forest,London Reds,9,5.2,1.68,1,5.2,0.448,2,False,-1.0,1
MS_early,Leeds,Fulham,9,5.84,1.54,1,5.84,0.448,X,False,-1.0,1
MS_early,Leeds,Brighton,12,6.11,1.45,1,6.11,0.448,2,False,-1.0,1
MS_early,Bournemouth,Sunderland,12,1.79,4.3,1,1.79,0.5,2,False,-1.0,1
